"index","singlePointScore","singlePointContribution"
101,0.00907501134293059,0.632701674417645
102,0.00872820028061099,0.627858765545509
103,0.00941816735629461,0.637467327984653
104,0.00736854115973576,0.608631528553006
105,0.00904427392053536,0.632273517349479
106,0.00817657757570203,0.620103024094834
107,0.00704038718217173,0.60393751472509
108,0.00874888057637296,0.628148279386716
109,0.008334849222246,0.622334780647063
110,0.00840136755159123,0.623271203034796
111,0.00832190414111959,0.622152437800378
112,0.00903617456668034,0.632160662599661
113,0.0082000295006818,0.620434038205791
114,0.00769073437125042,0.613220812819338
115,0.00947687980782477,0.638280039745128
116,0.00911076110443,0.63319938762165
117,0.00838575355056543,0.623051476835858
118,0.00790007547329838,0.616191959470913
119,0.0105976680478395,0.653638314346918
120,0.00890240474749386,0.630294654628214
121,0.0123642188058653,0.677199634855906
122,0.0094494841027886,0.637900919986165
123,0.00772387443785254,0.613691732968139
124,0.0158620779094015,0.721224369247658
125,0.0091734413704571,0.634071345134435
126,0.00907528479718804,0.632705482561735
127,0.00911226174477119,0.633220273543492
128,0.00806117232645005,0.618472504259719
129,0.00796394276108337,0.617096705420084
130,0.00902641615929303,0.632024671704526
131,0.00813474754303982,0.619512333404827
132,0.00843971651188284,0.623810649020898
133,0.00877788504721728,0.628554172591321
134,0.00620314784271376,0.591876158743989
135,0.00870000025099978,0.627463831331174
136,0.00802751960954667,0.617996531945221
137,0.0090118992187341,0.631822328146455
138,0.00683593367041118,0.601003178016989
139,0.00788034167083903,0.615912246764946
140,0.00803578662056972,0.618113478696112
141,0.00831254947406118,0.622020647577977
142,0.00658594075102373,0.597405393794206
143,0.00819943337742605,0.620425625561932
144,0.00821332111105374,0.620621594002573
145,0.00935843295984556,0.636639663053155
146,0.00675187620935209,0.599794656846416
147,0.00704874204577626,0.604057267108809
148,0.00791073208736257,0.616342977497337
149,0.00944909409112229,0.637895521508076
150,0.00838966942264758,0.623106587243763
151,0.00663069622561317,0.598050277275687
152,0.0131291433520042,0.687137480990984
153,0.00841127669289427,0.623410621980848
154,0.00872925539914928,0.627873538902537
155,0.00861878829543979,0.62632552950235
156,0.00921420697193739,0.634637972652674
157,0.00701834238162608,0.603621481198672
158,0.00922942268610734,0.6348493703033
159,0.00842725079869284,0.623635330314934
160,0.00943979000384615,0.63776672553029
161,0.00879820015361735,0.628838357478524
162,0.0090428943712297,0.632254296013472
163,0.00916626779373281,0.633971596487422
164,0.00797068192145483,0.617192125389879
165,0.008687901614295,0.627294340819968
166,0.0080088804049026,0.617732807970113
167,0.00881434003903256,0.629064072314973
168,0.00945265788785097,0.637944849709223
169,0.00822776180623861,0.620825323507105
170,0.0126915806458843,0.681472995369728
171,0.0135110533673843,0.692036340618303
172,0.00832265556829445,0.622163023257935
173,0.00795702483883483,0.616998744968305
174,0.0131440267967234,0.687329188807362
175,0.00905850642063466,0.632471795003601
176,0.00885958534964136,0.62969652324534
177,0.152597664561404,0.999893204926269
178,0.0188631462886416,0.755909674637307
179,0.0129046012995944,0.68423750128118
180,0.00801079081052125,0.617759841273722
181,0.00745942212608229,0.609928012014289
182,0.00889633644870631,0.630209912653809
183,0.0115787797080457,0.666825987427444
184,0.00945098353188956,0.637921674515978
185,0.0168930825307851,0.733475199153439
186,0.0105129237232731,0.652487705494655
187,0.00814561604706693,0.619665843940705
188,0.0156088253586957,0.718162808383623
189,0.00749908518150011,0.610493349187804
190,0.0097642665968139,0.642246640700149
191,0.0135396838525275,0.692401872786441
192,0.0127655462608163,0.682434356534341
193,0.0142323844150822,0.701171527615802
194,0.01657520752699,0.729734836214784
195,0.0135182923781865,0.692128785550448
196,0.00793595154385328,0.616700280433584
197,0.0122011723494596,0.675060082587793
198,0.00971478984539905,0.641565116443528
199,0.00992734105756774,0.644488851665754
200,0.00890253041047361,0.630296409389226
201,0.00850526921066385,0.624732052444922
202,0.0148706403446654,0.70912343719913
203,0.00882635288708311,0.629232034336759
204,0.0159902901834589,0.722766519958211
205,0.0142055779680095,0.700834831989682
206,0.00882844505647069,0.629261283572989
207,0.0155648410411245,0.717629006233108
208,0.00907072017731251,0.632641913160884
209,0.0089220056167292,0.630568320014133
210,0.00925538549950182,0.635209961400341
211,0.00892331374324988,0.630586580960598
212,0.14372477186944,0.999818265030336
213,0.00981194728415545,0.64290288114123
214,0.00800257703207432,0.617643606565412
215,0.0157598291311482,0.719990745412903
216,0.00818520711190994,0.620224839399021
217,0.00940018781539,0.637218293400414
218,0.0131677835012335,0.687635056875495
219,0.0171341260807787,0.736289435483039
220,0.00836563455284619,0.622768280001133
221,0.0133641228285399,0.690156659060143
222,0.0130679868145285,0.686349076249495
223,0.00951890101074504,0.638861222187274
224,0.00881417079981747,0.629061705812034
225,0.00783627581771266,0.615287367841447
226,0.0104310969980325,0.651375017617923
227,0.00852294230101054,0.624980309755496
228,0.0153010464214706,0.714414714486986
229,0.0128385672277387,0.683381915876187
230,0.0129559103891317,0.684901438684611
231,0.00781208357651239,0.614944146123384
232,0.0131313676428501,0.687166135278382
233,0.00818568352437246,0.620231564038869
234,0.0150963907038162,0.711905950168244
235,0.00930281397001935,0.635868291830678
236,0.00750015874412515,0.610508647087402
237,0.0135404608958476,0.692411790120824
238,0.00872682638200504,0.627839528396657
239,0.009017785952871,0.631904385656464
240,0.00811699025165077,0.619261471826055
241,0.00799575947316216,0.617547119795139
242,0.00896191186437446,0.631125227532424
243,0.00762215678253664,0.612245653904136
244,0.00679386701056069,0.600398524905169
245,0.00937447971210008,0.63686208260485
246,0.00876723573221892,0.628405165415922
247,0.00681777791025946,0.600742250415647
248,0.0124287914547288,0.678044938619101
249,0.0093597015541491,0.63665724881358
250,0.00725463001335768,0.607004337011662
251,0.00851557936224594,0.624876889112801
252,0.00828373040954032,0.621614526179905
